release_group_mbid,release_group_name,genre,release_year,artist_name,release_id,cover_art_id,imUrl,decade,image_file
f893f0d8-6131-4342-9925-fbc6b982ab00,George Blackmore at the Magnificent Möller Theatre Organ,classical,1976,George Blackmore,29462dc5-5755-4c87-9994-2990517a5423,25575264111,http://coverartarchive.org/release/29462dc5-5755-4c87-9994-2990517a5423/25575264111-250.jpg,1970s,George_Blackmore_George_Blackmore_at_the_Magnificent_Möller_Theatre_Organ.jpg
ea49cdc4-ae81-4be7-b921-3b353c2042af,Kamuran Akkor,classical,1976,Kamuran Akkor,744672d6-7aad-4f6a-ab83-a8ee10208c78,19410651178,http://coverartarchive.org/release/744672d6-7aad-4f6a-ab83-a8ee10208c78/19410651178-250.jpg,1970s,Kamuran_Akkor_Kamuran_Akkor.jpg
644614ab-eb94-4b26-949e-54699c37fdb9,Spartacus,classical,1976,Արամ Խաչատրյան,8e63641f-6c52-4bee-8e25-9bc3250f10e1,31442447570,http://coverartarchive.org/release/8e63641f-6c52-4bee-8e25-9bc3250f10e1/31442447570-250.jpg,1970s,Արամ_Խաչատրյան_Spartacus.jpg
bd660ac2-c609-4a58-b3ff-a42388e713db,Swan Lake,classical,1976,André Previn,3877a7d0-2e62-4795-be00-2de1694a7c20,28856089391,http://coverartarchive.org/release/3877a7d0-2e62-4795-be00-2de1694a7c20/28856089391-250.jpg,1970s,André_Previn_Swan_Lake.jpg
be737500-af24-44dc-b3de-a5376aec24f5,Frühe Sinfonien-2,classical,1977,Sir Neville Marriner,697aef6b-d738-410d-aabe-05ea3a6f7c55,17148009267,http://coverartarchive.org/release/697aef6b-d738-410d-aabe-05ea3a6f7c55/17148009267-250.jpg,1970s,Sir_Neville_Marriner_Frühe_Sinfonien-2.jpg
28b84f3c-37fe-48d7-85b9-08d8375908b9,Piano Music,classical,1977,Jean Sibelius,d8207f2f-195f-474b-9f7a-e0a8351ce108,7159517517,http://coverartarchive.org/release/d8207f2f-195f-474b-9f7a-e0a8351ce108/7159517517-250.jpg,1970s,Jean_Sibelius_Piano_Music.jpg
32336bb5-b336-301a-a4b8-808adb660e3c,The Rite of Spring,classical,1978,Zubin Mehta,b1478875-f8e2-4b9e-a066-2118a4637277,32076894403,http://coverartarchive.org/release/b1478875-f8e2-4b9e-a066-2118a4637277/32076894403-250.jpg,1970s,Zubin_Mehta_The_Rite_of_Spring.jpg
30ca22b4-1673-4c3c-b28d-63787f9c741d,"Three Concerti, Two Sonatas",classical,1980,Antonio Vivaldi,f3d8669e-87f1-4e1e-b56c-eb3642aeb397,25697884476,http://coverartarchive.org/release/f3d8669e-87f1-4e1e-b56c-eb3642aeb397/25697884476-250.jpg,1980s,"Antonio_Vivaldi_Three_Concerti,_Two_Sonatas.jpg"
a68c7d50-c6ba-33f9-b7a8-b9bbbed3e9e4,Requiem,classical,1982,Concentus Musicus Wien,56e86dd2-da45-4542-b82d-946b6be8a5c0,31358438744,http://coverartarchive.org/release/56e86dd2-da45-4542-b82d-946b6be8a5c0/31358438744-250.jpg,1980s,Concentus_Musicus_Wien_Requiem.jpg
2aa5c8d6-3487-45ca-96fc-95104dfb37d1,Renessanse For Kor,classical,1983,Grex Vocalis,af3e8339-00ad-4503-8581-557e51c2f022,13493159338,http://coverartarchive.org/release/af3e8339-00ad-4503-8581-557e51c2f022/13493159338-250.jpg,1980s,Grex_Vocalis_Renessanse_For_Kor.jpg
2aef3775-c40d-422d-9453-6b679f95d657,Son of Serious Music,classical,1984,Frank Zappa,38f57ecd-68d6-4a46-86d1-33a446c18e89,33272876160,http://coverartarchive.org/release/38f57ecd-68d6-4a46-86d1-33a446c18e89/33272876160-250.jpg,1980s,Frank_Zappa_Son_of_Serious_Music.jpg
adf2d770-6dbd-4e77-b480-0ac328f23132,"Symphonie no. 6 ""Pathétique""",classical,1985,Пётр Ильич Чайковский,ff902c5f-9b86-3bfb-b544-55917a247e1a,6372223844,http://coverartarchive.org/release/ff902c5f-9b86-3bfb-b544-55917a247e1a/6372223844-250.jpg,1980s,Пётр_Ильич_Чайковский_Symphonie_no._6__Pathétique_.jpg
b78e5651-06a4-3f1f-8e03-ce061ea704d7,De Profundis: German Baroque Cantatas,classical,1986,Reinhard Goebel,a97fb55e-ecea-4b16-af26-71ee02ad253c,20224225273,http://coverartarchive.org/release/a97fb55e-ecea-4b16-af26-71ee02ad253c/20224225273-250.jpg,1980s,Reinhard_Goebel_De_Profundis__German_Baroque_Cantatas.jpg
a02ceee1-6190-39b6-bfd9-92897bb84afb,"Symphonic Dances, op. 64 / Norwegian Dances, op. 35 / Lyric Suite, op. 54",classical,1986,Neeme Järvi,853418ea-cc4e-45ad-bd19-2d02fb67b211,20182744909,http://coverartarchive.org/release/853418ea-cc4e-45ad-bd19-2d02fb67b211/20182744909-250.jpg,1980s,"Neeme_Järvi_Symphonic_Dances,_op._64___Norwegian_Dances,_op._35___Lyric_Suite,_op._54.jpg"
6f2acfc6-ed69-44ff-bdb4-7f6ef7d40b09,Tango Mortale,classical,1986,Anja Lechner,68cd6fe0-bf03-49dd-a1bb-e5cfd9b465c2,28743209424,http://coverartarchive.org/release/68cd6fe0-bf03-49dd-a1bb-e5cfd9b465c2/28743209424-250.jpg,1980s,Anja_Lechner_Tango_Mortale.jpg
50e87c93-6cb2-4bb9-96e0-0a22b302a2df,Concerto Grosso I / Concerto for Oboe and Harp / Concerto for Piano and Strings,classical,1987,Stockholms Nya Kammarorkester,79ef20d4-5186-4ed4-a91e-14c061ada16a,3523663148,http://coverartarchive.org/release/79ef20d4-5186-4ed4-a91e-14c061ada16a/3523663148-250.jpg,1980s,Stockholms_Nya_Kammarorkester_Concerto_Grosso_I___Concerto_for_Oboe_and_Harp___Concerto_for_Piano_and_Strings.jpg
d2c2743f-0572-4414-99a2-0bfd9ec3eaae,L’amico Fritz,classical,1987,Luciano Pavarotti,33b70fa6-1657-4927-a45b-d7a89e1a1f65,17420100850,http://coverartarchive.org/release/33b70fa6-1657-4927-a45b-d7a89e1a1f65/17420100850-250.jpg,1980s,Luciano_Pavarotti_L’amico_Fritz.jpg
a9e5897d-b080-4327-8034-afd5c0ea1d2f,Orphée aux enfers,classical,1987,Michel Sénéchal,4f3e9ca6-74d7-4c56-b992-4004814a8387,25104138897,http://coverartarchive.org/release/4f3e9ca6-74d7-4c56-b992-4004814a8387/25104138897-250.jpg,1980s,Michel_Sénéchal_Orphée_aux_enfers.jpg
f35619d7-ae69-4a76-8568-fc898cbc3b0e,Piano Concerto no. 20 / Piano Concerto no. 27,classical,1987,Wolfgang Amadeus Mozart,a3c791c4-2a0e-4140-972e-ee99bcc5c89f,11534157620,http://coverartarchive.org/release/a3c791c4-2a0e-4140-972e-ee99bcc5c89f/11534157620-250.jpg,1980s,Wolfgang_Amadeus_Mozart_Piano_Concerto_no._20___Piano_Concerto_no._27.jpg
4a4b3247-964d-38a5-958b-7b44a8d8e63b,"Piano Concerto No. 5 ""Emperor""",classical,1987,Ludwig van Beethoven,0a44fde1-b3c9-4af6-a53e-f8f92200ffe3,32623211195,http://coverartarchive.org/release/0a44fde1-b3c9-4af6-a53e-f8f92200ffe3/32623211195-250.jpg,1980s,Ludwig_van_Beethoven_Piano_Concerto_No._5__Emperor_.jpg
6ded4802-623f-4292-b4b8-e1a3c40bf156,"Piano Sonatas: Klaviersonaten K331, K310, K576",classical,1987,Wolfgang Amadeus Mozart,5622a31c-5e15-44fb-9658-b436b27ae5db,28454937280,http://coverartarchive.org/release/5622a31c-5e15-44fb-9658-b436b27ae5db/28454937280-250.jpg,1980s,"Wolfgang_Amadeus_Mozart_Piano_Sonatas__Klaviersonaten_K331,_K310,_K576.jpg"
02a9aa59-4a84-4f8f-8d96-4840faf339d7,The Castle of Fair Welcome: Courtly Songs of the Later Fifteenth Century,classical,1987,Christopher Page,a8fd9b7f-95bc-413d-b262-a949a3087e82,9507311178,http://coverartarchive.org/release/a8fd9b7f-95bc-413d-b262-a949a3087e82/9507311178-250.jpg,1980s,Christopher_Page_The_Castle_of_Fair_Welcome__Courtly_Songs_of_the_Later_Fifteenth_Century.jpg
5455c18b-640f-452a-92a1-ec8444d996b4,Liebestraum,classical,1988,Various Artists,ad04e50e-d944-4326-8094-1f1412b2b200,30202721852,http://coverartarchive.org/release/ad04e50e-d944-4326-8094-1f1412b2b200/30202721852-250.jpg,1980s,Various_Artists_Liebestraum.jpg
d1935adb-8389-4287-b558-ad07846b65a3,Shakespeare’s Kingdom,classical,1988,Graham Johnson,913baeb8-41ad-4463-a9db-ae41f1ab3577,19101871240,http://coverartarchive.org/release/913baeb8-41ad-4463-a9db-ae41f1ab3577/19101871240-250.jpg,1980s,Graham_Johnson_Shakespeare’s_Kingdom.jpg
bea692b3-9004-4250-bd4c-3923661c3d91,Symphonies no. 5 & no. 7,classical,1988,The Cleveland Orchestra,b9f1a751-587c-49bd-89b0-c5b79871f19e,6289027421,http://coverartarchive.org/release/b9f1a751-587c-49bd-89b0-c5b79871f19e/6289027421-250.jpg,1980s,The_Cleveland_Orchestra_Symphonies_no._5_&_no._7.jpg
0fd67a3d-5f37-4f46-9600-e3b6573d90e2,"Symphonies: No. 22 ""Der Philosoph"" / No. 63 ""La Roxelane"" / No. 80",classical,1989,Orpheus Chamber Orchestra,b59756de-6329-4589-8bf2-1aa482bd886c,25580148012,http://coverartarchive.org/release/b59756de-6329-4589-8bf2-1aa482bd886c/25580148012-250.jpg,1980s,Orpheus_Chamber_Orchestra_Symphonies__No._22__Der_Philosoph____No._63__La_Roxelane____No._80.jpg
1cede52e-beef-30fd-9b74-771bbc4db864,Vol. 3 - Chants Religieux / Sacred Hymns,classical,1989,Alain Kremski,85b27724-1b22-4fbe-b7f1-d38d0000462e,22270659523,http://coverartarchive.org/release/85b27724-1b22-4fbe-b7f1-d38d0000462e/22270659523-250.jpg,1980s,Alain_Kremski_Vol._3_-_Chants_Religieux___Sacred_Hymns.jpg
c6711a92-e334-4842-8125-660be6e0865f,Glazunov: Suites: From the Middle Ages / Scènes de ballet / Lyadov: A Musical Snuffbox,classical,1990,Neeme Järvi,b5725292-41a8-435c-9dcd-25157a1d8a39,3042685706,http://coverartarchive.org/release/b5725292-41a8-435c-9dcd-25157a1d8a39/3042685706-250.jpg,1990s,Neeme_Järvi_Glazunov__Suites__From_the_Middle_Ages___Scènes_de_ballet___Lyadov__A_Musical_Snuffbox.jpg
c1a03f99-3a84-46a2-a7ab-d4435b3c8585,Italian Cello Music,classical,1990,Roel Dieltiens,49a8925d-047e-49b9-bc2a-dd8edad4538c,38102618238,http://coverartarchive.org/release/49a8925d-047e-49b9-bc2a-dd8edad4538c/38102618238-250.jpg,1990s,Roel_Dieltiens_Italian_Cello_Music.jpg
b81a6648-9321-455d-97cd-94eaeaae66f1,Symphonies pour les Soupers du Roy,classical,1990,Michel‐Richard de Lalande,63c8d679-0b45-4d45-81b6-3e1d48c9a633,18940973045,http://coverartarchive.org/release/63c8d679-0b45-4d45-81b6-3e1d48c9a633/18940973045-250.jpg,1990s,Michel‐Richard_de_Lalande_Symphonies_pour_les_Soupers_du_Roy.jpg
90f8734e-188d-4e5b-97e2-0e9a879f0f3c,Sinfonia n. 6 in La minore,classical,1991,Sir John Barbirolli,26743fa6-7219-4ce2-a8d0-179ef75987f3,17928385749,http://coverartarchive.org/release/26743fa6-7219-4ce2-a8d0-179ef75987f3/17928385749-250.jpg,1990s,Sir_John_Barbirolli_Sinfonia_n._6_in_La_minore.jpg
8b6b0abc-2eef-4186-9ec8-168bfa92a094,Symphonies 5 & 7,classical,1991,Kalevi Aho,2c774a54-3f0e-45f4-b50e-b0a6265349a2,6453872571,http://coverartarchive.org/release/2c774a54-3f0e-45f4-b50e-b0a6265349a2/6453872571-250.jpg,1990s,Kalevi_Aho_Symphonies_5_&_7.jpg
41663eb9-9832-4bd1-8e51-447ed5345293,Symphony no. 4 / Francesca da Rimini,classical,1991,Пётр Ильич Чайковский,79974db1-340b-4368-9c8b-8d0ec1f4dd16,15605728777,http://coverartarchive.org/release/79974db1-340b-4368-9c8b-8d0ec1f4dd16/15605728777-250.jpg,1990s,Пётр_Ильич_Чайковский_Symphony_no._4___Francesca_da_Rimini.jpg
38c5594c-c60c-359f-bded-f932952bc5ec,"Kathleen Ferrier, Vol 4: Schumann / Brahms / Schubert",classical,1992,Franz Schubert,3f3aeae3-f27b-4273-aabd-8621e7ececb6,6012893687,http://coverartarchive.org/release/3f3aeae3-f27b-4273-aabd-8621e7ececb6/6012893687-250.jpg,1990s,"Franz_Schubert_Kathleen_Ferrier,_Vol_4__Schumann___Brahms___Schubert.jpg"
cda36b2c-ce76-3350-a58c-99a78c1f4669,Christopher Parkening Plays Vivaldi,classical,1994,Christopher Parkening,4967f45c-87f7-4016-9bd5-6dbecb8ead3b,5851804339,http://coverartarchive.org/release/4967f45c-87f7-4016-9bd5-6dbecb8ead3b/5851804339-250.jpg,1990s,Christopher_Parkening_Christopher_Parkening_Plays_Vivaldi.jpg
be89c53d-6983-4a34-b515-4a8cf9d9b713,"Stabat Mater / Litany to the Virgin Mary / Symphony no. 3 ""Song of the Night""",classical,1994,Elżbieta Szmytka,a468097b-f61d-40a3-8bf1-57ab4f3f2a33,14312419228,http://coverartarchive.org/release/a468097b-f61d-40a3-8bf1-57ab4f3f2a33/14312419228-250.jpg,1990s,Elżbieta_Szmytka_Stabat_Mater___Litany_to_the_Virgin_Mary___Symphony_no._3__Song_of_the_Night_.jpg
2c1b054e-00ed-496f-ae92-87b89d75a32c,"Erwartung / Kammersymphonie Nr. 1, op. 9 / Variationen für Orchester, op. 31",classical,1995,Birmingham Contemporary Music Group,29992991-b58f-4928-8fce-4b9750361ee8,29158772886,http://coverartarchive.org/release/29992991-b58f-4928-8fce-4b9750361ee8/29158772886-250.jpg,1990s,"Birmingham_Contemporary_Music_Group_Erwartung___Kammersymphonie_Nr._1,_op._9___Variationen_für_Orchester,_op._31.jpg"
277d4514-dce9-4a4b-8f9b-3d6f90c44109,Messes: La Bataille / L’Aveuglé Dieu,classical,1995,Ensemble Clément Janequin,e40f23b1-e1f2-40fe-8937-48ecd6eb18d7,31604785552,http://coverartarchive.org/release/e40f23b1-e1f2-40fe-8937-48ecd6eb18d7/31604785552-250.jpg,1990s,Ensemble_Clément_Janequin_Messes__La_Bataille___L’Aveuglé_Dieu.jpg
fc9b5256-7454-4c99-9203-cdbf1f52396a,Primo Libro dei Madrigali,classical,1995,Concerto Italiano,d3daedb6-4073-4084-9025-42e41e222c06,31118941348,http://coverartarchive.org/release/d3daedb6-4073-4084-9025-42e41e222c06/31118941348-250.jpg,1990s,Concerto_Italiano_Primo_Libro_dei_Madrigali.jpg
04225afd-957b-30d7-9ff9-f25e7fd5c5c2,Chamber Music,classical,1996,Pēteris Vasks,8c0b7a26-9c88-4ca0-b508-c659014b3d9e,38611388826,http://coverartarchive.org/release/8c0b7a26-9c88-4ca0-b508-c659014b3d9e/38611388826-250.jpg,1990s,Pēteris_Vasks_Chamber_Music.jpg
bbd084a1-5903-4164-97d0-833398062b58,"Piano Trios 1, 5 & 7",classical,1997,Borodin Trio,9ae0f3c5-1bef-49da-8097-c29db40ff39d,12723130850,http://coverartarchive.org/release/9ae0f3c5-1bef-49da-8097-c29db40ff39d/12723130850-250.jpg,1990s,"Borodin_Trio_Piano_Trios_1,_5_&_7.jpg"
12d5b3ac-3c56-41ff-b18a-79592741e7a6,"Tchaikovsky: Piano Concerto no. 1 in B flat minor, op. 23 / Grieg: Piano Concerto in A minor, op. 16",classical,1997,Пётр Ильич Чайковский,d012ec36-a5e8-4d01-9364-e15dda285c6c,23242772878,http://coverartarchive.org/release/d012ec36-a5e8-4d01-9364-e15dda285c6c/23242772878-250.jpg,1990s,"Пётр_Ильич_Чайковский_Tchaikovsky__Piano_Concerto_no._1_in_B_flat_minor,_op._23___Grieg__Piano_Concerto_in_A_minor,_op._16.jpg"
494d6558-6f00-4232-8aca-02d8ffa80edc,Waltraud Meier Sings Wagner,classical,1997,Richard Wagner,bc69d0aa-4a24-4985-973d-abba62949b1b,16366405676,http://coverartarchive.org/release/bc69d0aa-4a24-4985-973d-abba62949b1b/16366405676-250.jpg,1990s,Richard_Wagner_Waltraud_Meier_Sings_Wagner.jpg
e52ea8ec-c9e3-441a-a3cd-ff32cc501cf5,Musique romantique pour cuivres,classical,1998,Concert Arban,661e411c-9ff4-4c74-b1fa-9b4fb62b0f65,21846698100,http://coverartarchive.org/release/661e411c-9ff4-4c74-b1fa-9b4fb62b0f65/21846698100-250.jpg,1990s,Concert_Arban_Musique_romantique_pour_cuivres.jpg
28c400c5-5b48-3411-92e6-a9e0b4fa36b4,Piazzolla & Cello Passion,classical,1998,Eckart Runge,e3f03ec6-7d0b-4136-bdc8-dadf1f257b77,38747377882,http://coverartarchive.org/release/e3f03ec6-7d0b-4136-bdc8-dadf1f257b77/38747377882-250.jpg,1990s,Eckart_Runge_Piazzolla_&_Cello_Passion.jpg
ad29436e-4ec2-4541-a495-49719671d072,"String Quartets, Volume 5: Nos. 14 and 15",classical,1998,Éder Quartet,5e89c87b-3240-4976-afbb-0190f32a8523,32000008698,http://coverartarchive.org/release/5e89c87b-3240-4976-afbb-0190f32a8523/32000008698-250.jpg,1990s,"Éder_Quartet_String_Quartets,_Volume_5__Nos._14_and_15.jpg"
0214ada3-ef91-4662-ba88-ecdfa767c0ee,Guitarra Clássica,classical,1999,Silvestre Fonseca,68d378e4-bdfa-46e5-8572-10edef82d8ae,27862910001,http://coverartarchive.org/release/68d378e4-bdfa-46e5-8572-10edef82d8ae/27862910001-250.jpg,1990s,Silvestre_Fonseca_Guitarra_Clássica.jpg
0e46adf5-01fe-45b8-9caf-7f13dbaa665f,"Complete Piano Music, Volume 5: Two Pianos",classical,2000,Josef Christof,55a226b3-d713-47d4-89ca-8ddad9da34d9,31663722418,http://coverartarchive.org/release/55a226b3-d713-47d4-89ca-8ddad9da34d9/31663722418-250.jpg,2000s,"Josef_Christof_Complete_Piano_Music,_Volume_5__Two_Pianos.jpg"
adf14d7c-b7f5-345a-83a9-54ecef3c7c84,Symphonies 7 & 9,classical,2000,Wiener Philharmoniker,e2d217b3-f40e-457a-84fc-76b771625bcd,8096198008,http://coverartarchive.org/release/e2d217b3-f40e-457a-84fc-76b771625bcd/8096198008-250.jpg,2000s,Wiener_Philharmoniker_Symphonies_7_&_9.jpg
d7fab93b-bf11-383d-9aa3-8c5d1c28328c,Üzenet,classical,2000,Szentpéteri Csilla,75929426-7568-410d-b288-cba4f287768c,33753177333,http://coverartarchive.org/release/75929426-7568-410d-b288-cba4f287768c/33753177333-250.jpg,2000s,Szentpéteri_Csilla_Üzenet.jpg
05e3eb81-1810-4626-9826-310eec9b4afa,"Beethoven: Piano Sonatas 1, 13 & 28",classical,2002,Anne Øland,2fa4af41-c022-4b55-990d-581333db6fd3,30935725691,http://coverartarchive.org/release/2fa4af41-c022-4b55-990d-581333db6fd3/30935725691-250.jpg,2000s,"Anne_Øland_Beethoven__Piano_Sonatas_1,_13_&_28.jpg"
26a43164-27c6-4a8a-a40d-108b10cbdb74,Brahms: Cello Sonatas nos. 1 & 2 / Bruch: Kol Nidrei,classical,2002,התזמורת הפילהרמונית הישראלית,27222eec-924b-407f-b6c5-fba26dc23079,8728481490,http://coverartarchive.org/release/27222eec-924b-407f-b6c5-fba26dc23079/8728481490-250.jpg,2000s,התזמורת_הפילהרמונית_הישראלית_Brahms__Cello_Sonatas_nos._1_&_2___Bruch__Kol_Nidrei.jpg
ea690f91-d0d5-4ab3-a252-cc45bd6e4ebd,Die Stimme: Deutsche Opernarien,classical,2002,Christian Thielemann,aa5caaac-9f92-47c6-976f-1d9490615cb0,13890642140,http://coverartarchive.org/release/aa5caaac-9f92-47c6-976f-1d9490615cb0/13890642140-250.jpg,2000s,Christian_Thielemann_Die_Stimme__Deutsche_Opernarien.jpg
c1194293-48ad-4c96-b79c-cf53c3ccfc8d,Les Motets,classical,2002,Ensemble Musica Nova,f2947ad5-cf31-4930-bddb-928c281c00c4,6916365400,http://coverartarchive.org/release/f2947ad5-cf31-4930-bddb-928c281c00c4/6916365400-250.jpg,2000s,Ensemble_Musica_Nova_Les_Motets.jpg
b173d667-936d-4dcf-aa1a-22fa6a70062e,Symphony no. 4 / Symphonic Variations,classical,2002,RTÉ National Symphony Orchestra,a9f01127-9570-45b6-9b89-ba703f885aac,38184604649,http://coverartarchive.org/release/a9f01127-9570-45b6-9b89-ba703f885aac/38184604649-250.jpg,2000s,RTÉ_National_Symphony_Orchestra_Symphony_no._4___Symphonic_Variations.jpg
b78254d6-ca1c-47e8-9ec9-656ca7ea7e6e,Henry Clifford,classical,2003,Ana María Martínez,f18e7651-e920-4a9e-9092-9db66f02d167,32166212783,http://coverartarchive.org/release/f18e7651-e920-4a9e-9092-9db66f02d167/32166212783-250.jpg,2000s,Ana_María_Martínez_Henry_Clifford.jpg
dbcc4304-5b20-3502-b280-f2758c8ef672,Leipziger Weihnachtskantaten,classical,2003,Collegium Vocale Gent,04275932-334d-4073-9a15-9872bc1cb872,34930749249,http://coverartarchive.org/release/04275932-334d-4073-9a15-9872bc1cb872/34930749249-250.jpg,2000s,Collegium_Vocale_Gent_Leipziger_Weihnachtskantaten.jpg
bbd4bc66-a7c6-4689-b5f2-2e6cc4682309,Napoli che canta,classical,2004,Giuni Russo,ab6a4b55-df91-4dac-83a9-d0a8cc56864f,17443105750,http://coverartarchive.org/release/ab6a4b55-df91-4dac-83a9-d0a8cc56864f/17443105750-250.jpg,2000s,Giuni_Russo_Napoli_che_canta.jpg
e484e157-5b3a-4034-980f-18111cd061ae,Requiem - Symphony of Psalms,classical,2004,Игорь Фёдорович Стравинский,cf714575-78ee-4a54-8234-c764762f3f41,29923659409,http://coverartarchive.org/release/cf714575-78ee-4a54-8234-c764762f3f41/29923659409-250.jpg,2000s,Игорь_Фёдорович_Стравинский_Requiem_-_Symphony_of_Psalms.jpg
04a9055f-78a8-4694-a767-83bbb3140c93,Sinfonia Antartica / Serenade to Music / Partita for Double String Orchestra,classical,2005,Ralph Vaughan Williams,0080c8d0-354c-4d9d-8d49-3513406326cb,18219758778,http://coverartarchive.org/release/0080c8d0-354c-4d9d-8d49-3513406326cb/18219758778-250.jpg,2000s,Ralph_Vaughan_Williams_Sinfonia_Antartica___Serenade_to_Music___Partita_for_Double_String_Orchestra.jpg
183425a5-a6c9-4257-9e39-610b532d14bb,Horn Concerto / Cello Concerto,classical,2006,Marko Ylönen,75ad054d-8d62-4c28-bbfb-f0188af5ef36,13043710974,http://coverartarchive.org/release/75ad054d-8d62-4c28-bbfb-f0188af5ef36/13043710974-250.jpg,2000s,Marko_Ylönen_Horn_Concerto___Cello_Concerto.jpg
